datetime,subject,raw,eid,pid,process_name,pipe_name
2022-08-05 22:22:17+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:22:17.773413900Z""/>
    <EventRecordID>175833</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:22:17.773</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-9819-62ED-0000-00106853B001}</Data>
    <Data Name=""ProcessId"">1488</Data>
    <Data Name=""PipeName"">\MSSE-4468-server</Data>
    <Data Name=""Image"">\\ACC-07\ADMIN$\4e6964b.exe</Data>
  </EventData>
</Event>
",17,1488,\\ACC-07\ADMIN$\4e6964b.exe,\MSSE-4468-server
2022-08-05 22:22:18+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:22:18.801817400Z""/>
    <EventRecordID>175842</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:22:18.801</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-9819-62ED-0000-00106853B001}</Data>
    <Data Name=""ProcessId"">1488</Data>
    <Data Name=""PipeName"">\MSSE-4468-server</Data>
    <Data Name=""Image"">\\ACC-07\ADMIN$\4e6964b.exe</Data>
  </EventData>
</Event>
",18,1488,\\ACC-07\ADMIN$\4e6964b.exe,\MSSE-4468-server
2022-08-05 22:22:18+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:22:18.864217500Z""/>
    <EventRecordID>175844</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:22:18.864</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-981A-62ED-0000-00105758B001}</Data>
    <Data Name=""ProcessId"">3208</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,3208,C:\Windows\SysWOW64\rundll32.exe,\ipc_14
2022-08-05 22:22:20+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:22:20.794271700Z""/>
    <EventRecordID>175848</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:22:20.793</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-64C3-62ED-0000-0010EB030000}</Data>
    <Data Name=""ProcessId"">4</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">System</Data>
  </EventData>
</Event>
",18,4,System,\ipc_14
2022-08-05 22:23:45+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:23:45.317272800Z""/>
    <EventRecordID>176016</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:23:45.317</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-9871-62ED-0000-00103FD1B001}</Data>
    <Data Name=""ProcessId"">3460</Data>
    <Data Name=""PipeName"">\postex_e04a</Data>
    <Data Name=""Image"">C:\Windows\system32\rundll32.exe</Data>
  </EventData>
</Event>
",17,3460,C:\Windows\system32\rundll32.exe,\postex_e04a
2022-08-05 22:23:45+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:23:45.159272400Z""/>
    <EventRecordID>176013</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:23:45.159</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-981A-62ED-0000-00105758B001}</Data>
    <Data Name=""ProcessId"">3208</Data>
    <Data Name=""PipeName"">\cef512</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,3208,C:\Windows\SysWOW64\rundll32.exe,\cef512
2022-08-05 22:23:45+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:23:45.986276500Z""/>
    <EventRecordID>176021</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:23:45.986</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-9871-62ED-0000-001000DAB001}</Data>
    <Data Name=""ProcessId"">5000</Data>
    <Data Name=""PipeName"">\cef512</Data>
    <Data Name=""Image"">C:\Windows\system32\cmd.exe</Data>
  </EventData>
</Event>
",18,5000,C:\Windows\system32\cmd.exe,\cef512
2022-08-05 22:23:45+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:23:45.797076000Z""/>
    <EventRecordID>176017</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:23:45.797</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-981A-62ED-0000-00105758B001}</Data>
    <Data Name=""ProcessId"">3208</Data>
    <Data Name=""PipeName"">\postex_e04a</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",18,3208,C:\Windows\SysWOW64\rundll32.exe,\postex_e04a
2022-08-05 22:24:46+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:24:46.502012800Z""/>
    <EventRecordID>176209</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:24:46.486</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-98A9-62ED-0000-0010F6C3B101}</Data>
    <Data Name=""ProcessId"">3744</Data>
    <Data Name=""PipeName"">\PSHost.133042118812301084.3744.DefaultAppDomain.powershell</Data>
    <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>
  </EventData>
</Event>
",17,3744,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\PSHost.133042118812301084.3744.DefaultAppDomain.powershell
2022-08-05 22:25:34+00:00,ACC-07,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:25:34.968846300Z""/>
    <EventRecordID>176366</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1444"" ThreadID=""1932""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-07.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:25:34.875</Data>
    <Data Name=""ProcessGuid"">{7A60D74F-98DD-62ED-0000-00108A1BB901}</Data>
    <Data Name=""ProcessId"">4740</Data>
    <Data Name=""PipeName"">\PSHost.133042119330089584.4740.DefaultAppDomain.powershell</Data>
    <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>
  </EventData>
</Event>
",17,4740,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\PSHost.133042119330089584.4740.DefaultAppDomain.powershell
2022-08-05 22:26:26+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:26:26.324269200Z""/>
    <EventRecordID>194308</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:26:26.324</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9912-62ED-0000-0010B3C2EF01}</Data>
    <Data Name=""ProcessId"">4264</Data>
    <Data Name=""PipeName"">\MSSE-5911-server</Data>
    <Data Name=""Image"">\\ACC-04\ADMIN$\42f7d05.exe</Data>
  </EventData>
</Event>
",17,4264,\\ACC-04\ADMIN$\42f7d05.exe,\MSSE-5911-server
2022-08-05 22:26:27+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:26:27.422318300Z""/>
    <EventRecordID>194315</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:26:27.422</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9913-62ED-0000-0010ACC8EF01}</Data>
    <Data Name=""ProcessId"">4092</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,4092,C:\Windows\SysWOW64\rundll32.exe,\ipc_14
2022-08-05 22:26:27+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:26:27.319694600Z""/>
    <EventRecordID>194313</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:26:27.319</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9912-62ED-0000-0010B3C2EF01}</Data>
    <Data Name=""ProcessId"">4264</Data>
    <Data Name=""PipeName"">\MSSE-5911-server</Data>
    <Data Name=""Image"">\\ACC-04\ADMIN$\42f7d05.exe</Data>
  </EventData>
</Event>
",18,4264,\\ACC-04\ADMIN$\42f7d05.exe,\MSSE-5911-server
2022-08-05 22:26:29+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:26:29.314151200Z""/>
    <EventRecordID>194324</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:26:29.314</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-647D-62ED-0000-0010EB030000}</Data>
    <Data Name=""ProcessId"">4</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">System</Data>
  </EventData>
</Event>
",18,4,System,\ipc_14
2022-08-05 22:28:02+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:28:02.967142600Z""/>
    <EventRecordID>194644</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:28:02.967</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9913-62ED-0000-0010ACC8EF01}</Data>
    <Data Name=""ProcessId"">4092</Data>
    <Data Name=""PipeName"">\postex_c748</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",18,4092,C:\Windows\SysWOW64\rundll32.exe,\postex_c748
2022-08-05 22:28:02+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:28:02.503637800Z""/>
    <EventRecordID>194643</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:28:02.488</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9972-62ED-0000-001017C1F201}</Data>
    <Data Name=""ProcessId"">4300</Data>
    <Data Name=""PipeName"">\postex_c748</Data>
    <Data Name=""Image"">C:\Windows\system32\rundll32.exe</Data>
  </EventData>
</Event>
",17,4300,C:\Windows\system32\rundll32.exe,\postex_c748
2022-08-05 22:28:02+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:28:02.330999000Z""/>
    <EventRecordID>194640</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:28:02.330</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9913-62ED-0000-0010ACC8EF01}</Data>
    <Data Name=""ProcessId"">4092</Data>
    <Data Name=""PipeName"">\fee489</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,4092,C:\Windows\SysWOW64\rundll32.exe,\fee489
2022-08-05 22:28:03+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>18</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>18</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:28:03.108574400Z""/>
    <EventRecordID>194648</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:28:03.108</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9973-62ED-0000-0010BFC9F201}</Data>
    <Data Name=""ProcessId"">4952</Data>
    <Data Name=""PipeName"">\fee489</Data>
    <Data Name=""Image"">C:\Windows\system32\cmd.exe</Data>
  </EventData>
</Event>
",18,4952,C:\Windows\system32\cmd.exe,\fee489
2022-08-05 22:29:41+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:29:41.872299700Z""/>
    <EventRecordID>195197</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:29:41.702</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-99D2-62ED-0000-0010D03EF701}</Data>
    <Data Name=""ProcessId"">3736</Data>
    <Data Name=""PipeName"">\PSHost.133042121789057603.3736.DefaultAppDomain.powershell</Data>
    <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>
  </EventData>
</Event>
",17,3736,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\PSHost.133042121789057603.3736.DefaultAppDomain.powershell
2022-08-05 22:30:33+00:00,ACC-04,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:30:33.799156100Z""/>
    <EventRecordID>195504</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1440"" ThreadID=""1960""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-04.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:30:33.764</Data>
    <Data Name=""ProcessGuid"">{0EBA84BE-9A09-62ED-0000-00100C0B0302}</Data>
    <Data Name=""ProcessId"">1264</Data>
    <Data Name=""PipeName"">\PSHost.133042122336071621.1264.DefaultAppDomain.powershell</Data>
    <Data Name=""Image"">C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe</Data>
  </EventData>
</Event>
",17,1264,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,\PSHost.133042122336071621.1264.DefaultAppDomain.powershell
2022-08-05 22:31:37+00:00,ACC-02,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:31:37.217635800Z""/>
    <EventRecordID>177574</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1472"" ThreadID=""2036""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-02.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:31:37.217</Data>
    <Data Name=""ProcessGuid"">{BEDB1A18-9A47-62ED-0000-00100C1CE701}</Data>
    <Data Name=""ProcessId"">4496</Data>
    <Data Name=""PipeName"">\MSSE-4463-server</Data>
    <Data Name=""Image"">\\ACC-02\ADMIN$\b9b362b.exe</Data>
  </EventData>
</Event>
",17,4496,\\ACC-02\ADMIN$\b9b362b.exe,\MSSE-4463-server
2022-08-05 22:31:38+00:00,ACC-02,"<Event xmlns=""http://schemas.microsoft.com/win/2004/08/events/event"">
  <System>
    <Provider Name=""Microsoft-Windows-Sysmon"" Guid=""{5770385F-C22A-43E0-BF4C-06F5698FFBD9}""/>
    <EventID>17</EventID>
    <Version>1</Version>
    <Level>4</Level>
    <Task>17</Task>
    <Opcode>0</Opcode>
    <Keywords>0x8000000000000000</Keywords>
    <TimeCreated SystemTime=""2022-08-05T22:31:38.405908700Z""/>
    <EventRecordID>177609</EventRecordID>
    <Correlation/>
    <Execution ProcessID=""1472"" ThreadID=""2036""/>
    <Channel>Microsoft-Windows-Sysmon/Operational</Channel>
    <Computer>ACC-02.corp.net</Computer>
    <Security UserID=""S-1-5-18""/>
  </System>
  <EventData>
    <Data Name=""RuleName""/>
    <Data Name=""UtcTime"">2022-08-05 22:31:38.374</Data>
    <Data Name=""ProcessGuid"">{BEDB1A18-9A4A-62ED-0000-0010B685E701}</Data>
    <Data Name=""ProcessId"">4776</Data>
    <Data Name=""PipeName"">\ipc_14</Data>
    <Data Name=""Image"">C:\Windows\SysWOW64\rundll32.exe</Data>
  </EventData>
</Event>
",17,4776,C:\Windows\SysWOW64\rundll32.exe,\ipc_14
